date,rank,full_name,description,html_url,stars,forks,open_issues,language,created_at,pushed_at,owner
2026-09-20,24,Mak5er/AirCard,Apple Wallet Card Skinner for iOS 18+ (No Jailbreak Required),https://github.com/Mak5er/AirCard,416,17,6,Swift,2026-09-16T22:20:15Z,2026-09-19T17:45:26Z,Mak5er
2026-09-20,25,thruwire/foreman,Software factory foreman based on TypeSafe's Jev model,https://github.com/thruwire/foreman,390,28,0,Python,2026-09-17T11:46:13Z,2026-09-19T16:08:32Z,thruwire
2026-09-20,26,ERRRC/kaogongzhentizhengliu,2016–2026 国考/省考/联考真题按考点重组的深度标注笔记的判断推理和资料分析部分,https://github.com/ERRRC/kaogongzhentizhengliu,388,59,0,,2026-09-14T05:53:17Z,2026-09-14T13:26:16Z,ERRRC
2026-09-20,27,apple/xcode-project-format,"A Swift library for reading, writing, and manipulating Xcode's JSON-based project.xcproj format. ",https://github.com/apple/xcode-project-format,383,12,10,Swift,2026-09-15T18:09:34Z,2026-09-16T22:09:32Z,apple
2026-09-20,28,yibie/awesome-jev,"A curated list of public projects, integrations, and discussions built on Jev — TypeSafe AI's System One model for typed decisions.",https://github.com/yibie/awesome-jev,373,59,9,Python,2026-09-17T14:23:21Z,2026-09-19T16:18:20Z,yibie
2026-09-20,29,FSECDEV/Threat-Intelligence-Hackers-Forums,A directory of hacker forums,https://github.com/FSECDEV/Threat-Intelligence-Hackers-Forums,373,23,0,,2026-09-15T01:12:06Z,2026-09-15T01:23:08Z,FSECDEV
2026-09-20,30,dofastted/vm2api,vm2api 使用虚拟机完全拟真方案的订阅转api,https://github.com/dofastted/vm2api,364,84,1,JavaScript,2026-09-16T08:38:18Z,2026-09-19T20:55:57Z,dofastted
2026-09-20,1,browser-use/jev-ultrafast,i. am. speed.,https://github.com/browser-use/jev-ultrafast,11672,722,81,Python,2026-09-16T21:30:12Z,2026-09-18T16:28:35Z,browser-use
2026-09-20,2,tamaratran/fast-jev-compaction,"Claude Code plugin that replaces the compaction summary with Jev decisions: every tool call and result is scored in one fast request, stale ones are dropped or truncated, everything kept stays verbatim.",https://github.com/tamaratran/fast-jev-compaction,5090,281,56,TypeScript,2026-09-17T05:57:20Z,2026-09-18T04:45:31Z,tamaratran
2026-09-20,3,NandhaKishorM/laya,,https://github.com/NandhaKishorM/laya,3805,336,25,Python,2026-09-18T04:46:33Z,2026-09-20T17:44:55Z,NandhaKishorM
2026-09-20,4,robbietilton/Compositor,The Photoshop alternative for Mac,https://github.com/robbietilton/Compositor,3606,377,41,Swift,2026-09-16T20:35:54Z,2026-09-20T20:17:12Z,robbietilton
2026-09-20,5,TheoLeeCJ/SemIf,"Semantic ifs from open models, on a 3090 at home. Independent; not affiliated with Jev or TypeSafe.",https://github.com/TheoLeeCJ/SemIf,2416,152,13,Python,2026-09-16T03:51:21Z,2026-09-19T04:46:36Z,TheoLeeCJ
2026-09-20,6,mcncarl/jianying-headless,"Private source preview: native Jianying drafts, isolated editing/export, and standalone Agent Skill.",https://github.com/mcncarl/jianying-headless,1947,1178,9,Python,2026-09-15T11:51:15Z,2026-09-20T06:12:56Z,mcncarl
2026-09-20,7,mizorewww/laya-mlx,"Native MLX runtime for Laya typed decision models — 7–14 ms short decisions on M3 Max. No text generation, PyTorch, or cloud API.",https://github.com/mizorewww/laya-mlx,1531,78,2,Python,2026-09-19T13:50:26Z,2026-09-19T16:32:30Z,mizorewww
2026-09-20,8,jarrodwatts/jev-trader,One AI trade decision every Monad block. Jev on Kuru MON-USDC.,https://github.com/jarrodwatts/jev-trader,1508,286,3,TypeScript,2026-09-16T21:36:20Z,2026-09-17T02:48:22Z,jarrodwatts
2026-09-20,9,TianyuCodings/NanoJev,"A nano replica of Jev: parallel decisions, dynamic candidates, and an end-to-end training pipeline.",https://github.com/TianyuCodings/NanoJev,1381,170,7,Python,2026-09-17T16:08:30Z,2026-09-20T11:13:01Z,TianyuCodings
2026-09-20,10,vinnylarouge/jevlike,,https://github.com/vinnylarouge/jevlike,1076,94,5,Python,2026-09-16T10:26:01Z,2026-09-16T18:12:53Z,vinnylarouge
2026-09-20,11,bespokelabsai/nimble,"Local typed decisions, contrastive data curation, and model evaluation.",https://github.com/bespokelabsai/nimble,1055,77,2,Python,2026-09-18T09:07:48Z,2026-09-20T19:44:35Z,bespokelabsai
2026-09-20,12,jaredpalmer/kev,tiny Jev-like family of decision models built on top of Qwen3 you can train and run on your own,https://github.com/jaredpalmer/kev,975,59,5,Python,2026-09-17T20:49:39Z,2026-09-20T20:54:46Z,jaredpalmer
2026-09-20,13,nilbuild/page-mascot,A mascot that watches the cursor and blinks when you poke it,https://github.com/nilbuild/page-mascot,748,71,1,Python,2026-09-14T06:55:59Z,2026-09-15T10:07:44Z,nilbuild
2026-09-20,14,theoephraim/awesome-cloudflare-selfhosted,"🍊☁️ Open-source* apps that replace a SaaS product, running in your own Cloudflare account",https://github.com/theoephraim/awesome-cloudflare-selfhosted,739,47,12,JavaScript,2026-09-15T09:39:14Z,2026-09-16T22:06:09Z,theoephraim
2026-09-20,15,korcarc/text-humanizer,"text-humanizer is an open-source project designed to convert text generated by AI to its ""humanized"" version. Bypasses the most of AI detectors such as Turnitin or GPTZero",https://github.com/korcarc/text-humanizer,735,85,4,Python,2026-09-16T13:21:56Z,2026-09-19T20:43:14Z,korcarc
2026-09-20,16,jackwener/wx-cli-again,WeChat local data CLI (query/decrypt/export) — fresh start from wx-cli,https://github.com/jackwener/wx-cli-again,698,1664,0,Rust,2026-09-14T07:43:27Z,2026-09-14T07:43:38Z,jackwener
2026-09-20,17,saragordic/window-sweaters,A macOS menu-bar app that dresses your windows in knitted borders.,https://github.com/saragordic/window-sweaters,618,19,6,C,2026-09-15T01:51:36Z,2026-09-18T21:31:43Z,saragordic
2026-09-20,18,awlevin/typesafe-computer-use,"Computer use for about $0.0002 a step: OCR the screen, classify the next action with TypeSafe, click. macOS.",https://github.com/awlevin/typesafe-computer-use,612,36,8,Python,2026-09-16T17:48:45Z,2026-09-20T07:04:59Z,awlevin
2026-09-20,19,githubnext/localjev,,https://github.com/githubnext/localjev,603,37,0,TypeScript,2026-09-18T16:59:55Z,2026-09-18T20:19:02Z,githubnext
2026-09-20,20,yibie/awesome-jev,"A curated list of public projects, integrations, and discussions built on Jev — TypeSafe AI's System One model for typed decisions.",https://github.com/yibie/awesome-jev,592,83,4,Python,2026-09-17T14:23:21Z,2026-09-20T16:24:26Z,yibie
2026-09-20,21,yynxxxxx/gpt_sub_analysis,"Security analysis of the ChatGPT iOS subscription / entitlement flow (internal draft, coordinated disclosure WIP)",https://github.com/yynxxxxx/gpt_sub_analysis,567,307,11,,2026-09-17T13:43:00Z,2026-09-18T12:00:04Z,yynxxxxx
2026-09-20,22,arvindear/wp2shell-PoC,CVE-2026-63030 & CVE-2026-60137 RCE chain proof-of-concept,https://github.com/arvindear/wp2shell-PoC,563,54,1,Python,2026-09-18T16:35:32Z,2026-09-19T20:37:40Z,arvindear
2026-09-20,23,Mak5er/AirCard,Apple Wallet Card Skinner for iOS 18+ (No Jailbreak Required),https://github.com/Mak5er/AirCard,548,20,7,Swift,2026-09-16T22:20:15Z,2026-09-19T17:45:26Z,Mak5er
2026-09-20,24,v-modal/awesome-jev-tools,A curated list of tools  built for Jev — TypeSafe AI's System One model for typed decisions.,https://github.com/v-modal/awesome-jev-tools,541,3,3,,2026-09-19T16:48:59Z,2026-09-19T17:02:33Z,v-modal
2026-09-20,25,letorig/video-generator-client,"Async Python wrapper for Seedance, Kling, MiniMax and Wan video generation. Supports CLI and a local web UI",https://github.com/letorig/video-generator-client,541,85,2,Python,2026-09-14T17:46:01Z,2026-09-19T20:34:10Z,letorig
2026-09-20,26,ctdal/cve-2026-41940-PoC,A cPanel and WHM authentication bypassing tool,https://github.com/ctdal/cve-2026-41940-PoC,528,54,4,Python,2026-09-16T13:47:39Z,2026-09-19T20:38:03Z,ctdal
2026-09-20,27,dofastted/vm2api,vm2api 使用虚拟机完全拟真方案的订阅转api,https://github.com/dofastted/vm2api,514,131,1,JavaScript,2026-09-16T08:38:18Z,2026-09-20T19:15:07Z,dofastted
2026-09-20,28,pallavi-shekhar/ai-engineering-interview-questions-company-wise,Your Cheat Sheet For AI Engineering Interviews at Top AI Companies - Questions and Answers.,https://github.com/pallavi-shekhar/ai-engineering-interview-questions-company-wise,498,35,0,Markdown,2026-09-19T04:14:43Z,2026-09-19T10:40:41Z,pallavi-shekhar
2026-09-20,29,Continuum-AI-Corp/OrcaBonsai-27B-Uncensored,Runtime behavioral ablation for compressed LLMs. First target: Ternary Bonsai 2 27B — no weight modification or re-quantization. by OrcaRouter team,https://github.com/Continuum-AI-Corp/OrcaBonsai-27B-Uncensored,495,56,2,Python,2026-09-18T06:45:54Z,2026-09-18T12:58:46Z,Continuum-AI-Corp
2026-09-20,30,gylive/ccodex-sleep-state,尝试改善 Codex 降智、限流与连接体验。本地一键启动、网页配置修复，支持 Astra / Sol / Terra、订阅和代理；不保证取得指定 state 或提升模型质量。,https://github.com/gylive/ccodex-sleep-state,481,136,6,Go,2026-09-18T09:02:44Z,2026-09-20T16:33:30Z,gylive
2026-09-21,1,browser-use/jev-ultrafast,i. am. speed.,https://github.com/browser-use/jev-ultrafast,14197,868,99,Python,2026-09-16T21:30:12Z,2026-09-18T16:28:35Z,browser-use
2026-09-21,2,NandhaKishorM/laya,,https://github.com/NandhaKishorM/laya,7386,627,36,Python,2026-09-18T04:46:33Z,2026-09-20T17:44:55Z,NandhaKishorM
2026-09-21,3,tamaratran/fast-jev-compaction,"Claude Code plugin that replaces the compaction summary with Jev decisions: every tool call and result is scored in one fast request, stale ones are dropped or truncated, everything kept stays verbatim.",https://github.com/tamaratran/fast-jev-compaction,5785,310,63,TypeScript,2026-09-17T05:57:20Z,2026-09-18T04:45:31Z,tamaratran
2026-09-21,4,zai-org/ZCode,"Z.ai's coding agent harness. Powerful, intelligent, extensible.",https://github.com/zai-org/ZCode,4969,1389,11,TypeScript,2026-09-20T12:01:16Z,2026-09-21T00:02:36Z,zai-org
2026-09-21,5,robbietilton/Compositor,The Photoshop alternative for Mac,https://github.com/robbietilton/Compositor,4091,427,45,Swift,2026-09-16T20:35:54Z,2026-09-21T05:34:18Z,robbietilton
2026-09-21,6,TheoLeeCJ/SemIf,"Semantic ifs from open models, on a 3090 at home. Independent; not affiliated with Jev or TypeSafe.",https://github.com/TheoLeeCJ/SemIf,2826,178,17,Python,2026-09-16T03:51:21Z,2026-09-19T04:46:36Z,TheoLeeCJ
2026-09-21,7,mizorewww/laya-mlx,"Native MLX runtime for Laya typed decision models — 7–14 ms short decisions on M3 Max. No text generation, PyTorch, or cloud API.",https://github.com/mizorewww/laya-mlx,2578,137,4,Python,2026-09-19T13:50:26Z,2026-09-19T16:32:30Z,mizorewww
2026-09-21,8,mcncarl/jianying-headless,"Private source preview: native Jianying drafts, isolated editing/export, and standalone Agent Skill.",https://github.com/mcncarl/jianying-headless,2260,1650,10,Python,2026-09-15T11:51:15Z,2026-09-20T06:12:56Z,mcncarl
2026-09-21,9,TianyuCodings/NanoJev,"A nano replica of Jev: parallel decisions, dynamic candidates, and an end-to-end training pipeline.",https://github.com/TianyuCodings/NanoJev,1701,189,6,Python,2026-09-17T16:08:30Z,2026-09-21T09:58:28Z,TianyuCodings
2026-09-21,10,jaredpalmer/kev,tiny Jev-like family of decision models built on top of Qwen3.5 you can train and run on your own,https://github.com/jaredpalmer/kev,1700,94,6,Python,2026-09-17T20:49:39Z,2026-09-21T11:34:33Z,jaredpalmer
2026-09-21,11,jarrodwatts/jev-trader,One AI trade decision every Monad block. Jev on Kuru MON-USDC.,https://github.com/jarrodwatts/jev-trader,1698,322,4,TypeScript,2026-09-16T21:36:20Z,2026-09-17T02:48:22Z,jarrodwatts
2026-09-21,12,bespokelabsai/nimble,"Local typed decisions, contrastive data curation, and model evaluation.",https://github.com/bespokelabsai/nimble,1394,96,2,Python,2026-09-18T09:07:48Z,2026-09-20T19:44:35Z,bespokelabsai
2026-09-21,13,vinnylarouge/jevlike,,https://github.com/vinnylarouge/jevlike,1143,99,5,Python,2026-09-16T10:26:01Z,2026-09-16T18:12:53Z,vinnylarouge
2026-09-21,14,Mak5er/AirCard,Apple Wallet Card Skinner for iOS 18+ (No Jailbreak Required),https://github.com/Mak5er/AirCard,996,38,10,Swift,2026-09-16T22:20:15Z,2026-09-21T06:10:20Z,Mak5er
2026-09-21,15,yibie/awesome-jev,"A curated list of public projects, integrations, and discussions built on Jev — TypeSafe AI's System One model for typed decisions.",https://github.com/yibie/awesome-jev,832,111,16,Python,2026-09-17T14:23:21Z,2026-09-21T01:52:38Z,yibie
2026-09-21,16,theoephraim/awesome-cloudflare-selfhosted,"🍊☁️ Open-source* apps that replace a SaaS product, running in your own Cloudflare account",https://github.com/theoephraim/awesome-cloudflare-selfhosted,754,48,12,JavaScript,2026-09-15T09:39:14Z,2026-09-16T22:06:09Z,theoephraim
2026-09-21,17,korcarc/text-humanizer,"text-humanizer is an open-source project designed to convert text generated by AI to its ""humanized"" version. Bypasses the most of AI detectors such as Turnitin or GPTZero",https://github.com/korcarc/text-humanizer,738,86,4,Python,2026-09-16T13:21:56Z,2026-09-19T20:43:14Z,korcarc
2026-09-21,18,awlevin/typesafe-computer-use,"Computer use for about $0.0002 a step: OCR the screen, classify the next action with TypeSafe, click. macOS.",https://github.com/awlevin/typesafe-computer-use,704,49,10,Python,2026-09-16T17:48:45Z,2026-09-20T07:04:59Z,awlevin
2026-09-21,19,githubnext/localjev,,https://github.com/githubnext/localjev,672,44,1,TypeScript,2026-09-18T16:59:55Z,2026-09-18T20:19:02Z,githubnext
2026-09-21,20,saragordic/window-sweaters,A macOS menu-bar app that dresses your windows in knitted borders.,https://github.com/saragordic/window-sweaters,643,19,6,C,2026-09-15T01:51:36Z,2026-09-21T02:45:39Z,saragordic
2026-09-21,21,mizorewww/laya-coreml,"Local Laya typed decisions on Apple Core ML and Neural Engine. Validated ports, ~5 ms short decisions on M3 Max, reproducible speed and energy benchmarks.",https://github.com/mizorewww/laya-coreml,623,36,0,Python,2026-09-19T23:14:13Z,2026-09-20T03:52:14Z,mizorewww
2026-09-21,22,v-modal/awesome-jev-tools,A curated list of tools  built for Jev — TypeSafe AI's System One model for typed decisions.,https://github.com/v-modal/awesome-jev-tools,604,8,7,,2026-09-19T16:48:59Z,2026-09-19T17:02:33Z,v-modal
2026-09-21,23,pallavi-shekhar/ai-engineering-interview-questions-company-wise,Your Cheat Sheet For AI Engineering Interviews at Top AI Companies - Questions and Answers.,https://github.com/pallavi-shekhar/ai-engineering-interview-questions-company-wise,586,41,1,Markdown,2026-09-19T04:14:43Z,2026-09-19T10:40:41Z,pallavi-shekhar
2026-09-21,24,yynxxxxx/gpt_sub_analysis,"Security analysis of the ChatGPT iOS subscription / entitlement flow (internal draft, coordinated disclosure WIP)",https://github.com/yynxxxxx/gpt_sub_analysis,575,310,11,,2026-09-17T13:43:00Z,2026-09-18T12:00:04Z,yynxxxxx
2026-09-21,25,arvindear/wp2shell-PoC,CVE-2026-63030 & CVE-2026-60137 RCE chain proof-of-concept,https://github.com/arvindear/wp2shell-PoC,563,54,1,Python,2026-09-18T16:35:32Z,2026-09-19T20:37:40Z,arvindear
2026-09-21,26,gylive/ccodex-sleep-state,尝试改善 Codex 降智、限流与连接体验。本地一键启动、网页配置修复，支持 Astra / Sol / Terra、订阅和代理；不保证取得指定 state 或提升模型质量。,https://github.com/gylive/ccodex-sleep-state,545,145,7,Go,2026-09-18T09:02:44Z,2026-09-20T16:33:30Z,gylive
2026-09-21,27,dofastted/vm2api,vm2api 使用虚拟机完全拟真方案的订阅转api,https://github.com/dofastted/vm2api,537,139,2,JavaScript,2026-09-16T08:38:18Z,2026-09-21T11:19:15Z,dofastted
2026-09-21,28,Sac-Y/Jev-cu,,https://github.com/Sac-Y/Jev-cu,522,52,6,JavaScript,2026-09-18T16:56:08Z,2026-09-21T07:30:31Z,Sac-Y
2026-09-21,29,newliver666/apk-reverse,Suitable for Android APK reverse engineering analysis,https://github.com/newliver666/apk-reverse,522,201,1,Python,2026-09-19T13:12:54Z,2026-09-21T10:19:29Z,newliver666
2026-09-21,30,incoai/splash,"A local inference engine for Apple silicon, built around the model.",https://github.com/incoai/splash,514,41,23,Python,2026-09-18T20:01:48Z,2026-09-20T23:13:25Z,incoai
2026-09-22,1,browser-use/jev-ultrafast,Fastest and cheapest web agent,https://github.com/browser-use/jev-ultrafast,17332,1098,114,Python,2026-09-16T21:30:12Z,2026-09-18T16:28:35Z,browser-use
2026-09-22,2,NandhaKishorM/laya,,https://github.com/NandhaKishorM/laya,13740,1112,88,Python,2026-09-18T04:46:33Z,2026-09-21T18:18:43Z,NandhaKishorM
2026-09-22,3,tamaratran/fast-jev-compaction,"Claude Code plugin that replaces the compaction summary with Jev decisions: every tool call and result is scored in one fast request, stale ones are dropped or truncated, everything kept stays verbatim.",https://github.com/tamaratran/fast-jev-compaction,6173,346,72,TypeScript,2026-09-17T05:57:20Z,2026-09-18T04:45:31Z,tamaratran
2026-09-22,4,zai-org/ZCode,"Z.ai's coding agent harness. Powerful, intelligent, extensible.",https://github.com/zai-org/ZCode,6121,1769,11,TypeScript,2026-09-20T12:01:16Z,2026-09-21T00:02:36Z,zai-org
2026-09-22,5,mizorewww/laya-mlx,"Native MLX runtime for Laya typed decision models — 7–14 ms short decisions on M3 Max. No text generation, PyTorch, or cloud API.",https://github.com/mizorewww/laya-mlx,4789,328,4,Python,2026-09-19T13:50:26Z,2026-09-22T05:34:51Z,mizorewww
2026-09-22,6,robbietilton/Compositor,The Photoshop alternative for Mac,https://github.com/robbietilton/Compositor,4663,487,26,Swift,2026-09-16T20:35:54Z,2026-09-22T04:36:32Z,robbietilton
2026-09-22,7,TheoLeeCJ/SemIf,"Semantic ifs from open models, on a 3090 at home. Independent; not affiliated with Jev or TypeSafe.",https://github.com/TheoLeeCJ/SemIf,3553,229,15,Python,2026-09-16T03:51:21Z,2026-09-21T20:07:30Z,TheoLeeCJ
2026-09-22,8,jaredpalmer/kev,tiny Jev-like family of decision models built on top of Qwen3.5 you can train and run on your own,https://github.com/jaredpalmer/kev,2990,146,6,Python,2026-09-17T20:49:39Z,2026-09-22T00:44:00Z,jaredpalmer
2026-09-22,9,jev-chat/jev-chat-jarvis,装在手机上的对话副驾：在微信 / QQ / X / 飞书里读懂对方、给出候选回复、一键填入输入框，发不发由你。非侵入，只读屏幕，不 hook 不改包。,https://github.com/jev-chat/jev-chat-jarvis,2833,723,14,Kotlin,2026-09-21T11:12:53Z,2026-09-22T11:03:45Z,jev-chat
2026-09-22,10,Mak5er/AirCard,Apple Wallet Card Skinner for iOS 18+ (No Jailbreak Required),https://github.com/Mak5er/AirCard,2445,103,20,Swift,2026-09-16T22:20:15Z,2026-09-21T06:10:20Z,Mak5er
2026-09-22,11,jarrodwatts/jev-trader,One AI trade decision every Monad block. Jev on Kuru MON-USDC.,https://github.com/jarrodwatts/jev-trader,1956,371,4,TypeScript,2026-09-16T21:36:20Z,2026-09-17T02:48:22Z,jarrodwatts
2026-09-22,12,TianyuCodings/NanoJev,"A nano replica of Jev: parallel decisions, dynamic candidates, and an end-to-end training pipeline.",https://github.com/TianyuCodings/NanoJev,1926,206,7,Python,2026-09-17T16:08:30Z,2026-09-21T09:58:28Z,TianyuCodings
2026-09-22,13,bespokelabsai/nimble,"Local typed decisions, contrastive data curation, and model evaluation.",https://github.com/bespokelabsai/nimble,1566,112,2,Python,2026-09-18T09:07:48Z,2026-09-20T19:44:35Z,bespokelabsai
2026-09-22,14,vinnylarouge/jevlike,,https://github.com/vinnylarouge/jevlike,1198,108,6,Python,2026-09-16T10:26:01Z,2026-09-16T18:12:53Z,vinnylarouge
2026-09-22,15,yibie/awesome-jev,"A curated list of public projects, integrations, and discussions built on Jev — TypeSafe AI's System One model for typed decisions.",https://github.com/yibie/awesome-jev,1174,156,16,Python,2026-09-17T14:23:21Z,2026-09-21T23:35:16Z,yibie
2026-09-22,16,mizorewww/laya-coreml,"Local Laya typed decisions on Apple Core ML and Neural Engine. Validated ports, ~5 ms short decisions on M3 Max, reproducible speed and energy benchmarks.",https://github.com/mizorewww/laya-coreml,1092,72,2,Python,2026-09-19T23:14:13Z,2026-09-22T06:33:09Z,mizorewww
2026-09-22,17,newliver666/apk-reverse,Suitable for Android APK reverse engineering analysis,https://github.com/newliver666/apk-reverse,886,292,0,Python,2026-09-19T13:12:54Z,2026-09-22T10:44:05Z,newliver666
2026-09-22,18,awlevin/typesafe-computer-use,"Computer use for about $0.0002 a step: OCR the screen, classify the next action with TypeSafe, click. macOS.",https://github.com/awlevin/typesafe-computer-use,789,61,12,Python,2026-09-16T17:48:45Z,2026-09-21T17:05:28Z,awlevin
2026-09-22,19,hydra-db/open-glean,"An open-source AI platform for knowledge work. Connect your apps, find answers, and get work done.",https://github.com/hydra-db/open-glean,723,339,0,TypeScript,2026-09-17T05:22:08Z,2026-09-17T05:46:34Z,hydra-db
2026-09-22,20,githubnext/localjev,,https://github.com/githubnext/localjev,712,46,1,TypeScript,2026-09-18T16:59:55Z,2026-09-18T20:19:02Z,githubnext
2026-09-22,21,v-modal/awesome-jev-tools,A curated list of tools  built for Jev — TypeSafe AI's System One model for typed decisions.,https://github.com/v-modal/awesome-jev-tools,635,16,12,,2026-09-19T16:48:59Z,2026-09-19T17:02:33Z,v-modal
2026-09-22,22,pallavi-shekhar/ai-engineering-interview-questions-company-wise,Your Cheat Sheet For AI Engineering Interviews at Top AI Companies - Questions and Answers.,https://github.com/pallavi-shekhar/ai-engineering-interview-questions-company-wise,619,42,0,Markdown,2026-09-19T04:14:43Z,2026-09-19T10:40:41Z,pallavi-shekhar
2026-09-22,23,incoai/splash,"A local inference engine for Apple silicon, built around the model.",https://github.com/incoai/splash,596,49,23,Python,2026-09-18T20:01:48Z,2026-09-22T07:03:55Z,incoai
