date,rank,full_name,description,html_url,stars,forks,open_issues,language,created_at,pushed_at,owner
2026-09-20,17,saragordic/window-sweaters,A macOS menu-bar app that dresses your windows in knitted borders.,https://github.com/saragordic/window-sweaters,618,19,6,C,2026-09-15T01:51:36Z,2026-09-18T21:31:43Z,saragordic
2026-09-20,18,awlevin/typesafe-computer-use,"Computer use for about $0.0002 a step: OCR the screen, classify the next action with TypeSafe, click. macOS.",https://github.com/awlevin/typesafe-computer-use,612,36,8,Python,2026-09-16T17:48:45Z,2026-09-20T07:04:59Z,awlevin
2026-09-20,19,githubnext/localjev,,https://github.com/githubnext/localjev,603,37,0,TypeScript,2026-09-18T16:59:55Z,2026-09-18T20:19:02Z,githubnext
2026-09-20,20,yibie/awesome-jev,"A curated list of public projects, integrations, and discussions built on Jev — TypeSafe AI's System One model for typed decisions.",https://github.com/yibie/awesome-jev,592,83,4,Python,2026-09-17T14:23:21Z,2026-09-20T16:24:26Z,yibie
2026-09-20,21,yynxxxxx/gpt_sub_analysis,"Security analysis of the ChatGPT iOS subscription / entitlement flow (internal draft, coordinated disclosure WIP)",https://github.com/yynxxxxx/gpt_sub_analysis,567,307,11,,2026-09-17T13:43:00Z,2026-09-18T12:00:04Z,yynxxxxx
2026-09-20,22,arvindear/wp2shell-PoC,CVE-2026-63030 & CVE-2026-60137 RCE chain proof-of-concept,https://github.com/arvindear/wp2shell-PoC,563,54,1,Python,2026-09-18T16:35:32Z,2026-09-19T20:37:40Z,arvindear
2026-09-20,23,Mak5er/AirCard,Apple Wallet Card Skinner for iOS 18+ (No Jailbreak Required),https://github.com/Mak5er/AirCard,548,20,7,Swift,2026-09-16T22:20:15Z,2026-09-19T17:45:26Z,Mak5er
2026-09-20,24,v-modal/awesome-jev-tools,A curated list of tools  built for Jev — TypeSafe AI's System One model for typed decisions.,https://github.com/v-modal/awesome-jev-tools,541,3,3,,2026-09-19T16:48:59Z,2026-09-19T17:02:33Z,v-modal
2026-09-20,25,letorig/video-generator-client,"Async Python wrapper for Seedance, Kling, MiniMax and Wan video generation. Supports CLI and a local web UI",https://github.com/letorig/video-generator-client,541,85,2,Python,2026-09-14T17:46:01Z,2026-09-19T20:34:10Z,letorig
2026-09-20,26,ctdal/cve-2026-41940-PoC,A cPanel and WHM authentication bypassing tool,https://github.com/ctdal/cve-2026-41940-PoC,528,54,4,Python,2026-09-16T13:47:39Z,2026-09-19T20:38:03Z,ctdal
2026-09-20,27,dofastted/vm2api,vm2api 使用虚拟机完全拟真方案的订阅转api,https://github.com/dofastted/vm2api,514,131,1,JavaScript,2026-09-16T08:38:18Z,2026-09-20T19:15:07Z,dofastted
2026-09-20,28,pallavi-shekhar/ai-engineering-interview-questions-company-wise,Your Cheat Sheet For AI Engineering Interviews at Top AI Companies - Questions and Answers.,https://github.com/pallavi-shekhar/ai-engineering-interview-questions-company-wise,498,35,0,Markdown,2026-09-19T04:14:43Z,2026-09-19T10:40:41Z,pallavi-shekhar
2026-09-20,29,Continuum-AI-Corp/OrcaBonsai-27B-Uncensored,Runtime behavioral ablation for compressed LLMs. First target: Ternary Bonsai 2 27B — no weight modification or re-quantization. by OrcaRouter team,https://github.com/Continuum-AI-Corp/OrcaBonsai-27B-Uncensored,495,56,2,Python,2026-09-18T06:45:54Z,2026-09-18T12:58:46Z,Continuum-AI-Corp
2026-09-20,30,gylive/ccodex-sleep-state,尝试改善 Codex 降智、限流与连接体验。本地一键启动、网页配置修复，支持 Astra / Sol / Terra、订阅和代理；不保证取得指定 state 或提升模型质量。,https://github.com/gylive/ccodex-sleep-state,481,136,6,Go,2026-09-18T09:02:44Z,2026-09-20T16:33:30Z,gylive
