date,rank,full_name,description,html_url,stars,forks,open_issues,language,created_at,pushed_at,owner
2026-09-21,21,mizorewww/laya-coreml,"Local Laya typed decisions on Apple Core ML and Neural Engine. Validated ports, ~5 ms short decisions on M3 Max, reproducible speed and energy benchmarks.",https://github.com/mizorewww/laya-coreml,623,36,0,Python,2026-09-19T23:14:13Z,2026-09-20T03:52:14Z,mizorewww
2026-09-21,22,v-modal/awesome-jev-tools,A curated list of tools  built for Jev — TypeSafe AI's System One model for typed decisions.,https://github.com/v-modal/awesome-jev-tools,604,8,7,,2026-09-19T16:48:59Z,2026-09-19T17:02:33Z,v-modal
2026-09-21,23,pallavi-shekhar/ai-engineering-interview-questions-company-wise,Your Cheat Sheet For AI Engineering Interviews at Top AI Companies - Questions and Answers.,https://github.com/pallavi-shekhar/ai-engineering-interview-questions-company-wise,586,41,1,Markdown,2026-09-19T04:14:43Z,2026-09-19T10:40:41Z,pallavi-shekhar
2026-09-21,24,yynxxxxx/gpt_sub_analysis,"Security analysis of the ChatGPT iOS subscription / entitlement flow (internal draft, coordinated disclosure WIP)",https://github.com/yynxxxxx/gpt_sub_analysis,575,310,11,,2026-09-17T13:43:00Z,2026-09-18T12:00:04Z,yynxxxxx
2026-09-21,25,arvindear/wp2shell-PoC,CVE-2026-63030 & CVE-2026-60137 RCE chain proof-of-concept,https://github.com/arvindear/wp2shell-PoC,563,54,1,Python,2026-09-18T16:35:32Z,2026-09-19T20:37:40Z,arvindear
2026-09-21,26,gylive/ccodex-sleep-state,尝试改善 Codex 降智、限流与连接体验。本地一键启动、网页配置修复，支持 Astra / Sol / Terra、订阅和代理；不保证取得指定 state 或提升模型质量。,https://github.com/gylive/ccodex-sleep-state,545,145,7,Go,2026-09-18T09:02:44Z,2026-09-20T16:33:30Z,gylive
2026-09-21,27,dofastted/vm2api,vm2api 使用虚拟机完全拟真方案的订阅转api,https://github.com/dofastted/vm2api,537,139,2,JavaScript,2026-09-16T08:38:18Z,2026-09-21T11:19:15Z,dofastted
2026-09-21,28,Sac-Y/Jev-cu,,https://github.com/Sac-Y/Jev-cu,522,52,6,JavaScript,2026-09-18T16:56:08Z,2026-09-21T07:30:31Z,Sac-Y
2026-09-21,29,newliver666/apk-reverse,Suitable for Android APK reverse engineering analysis,https://github.com/newliver666/apk-reverse,522,201,1,Python,2026-09-19T13:12:54Z,2026-09-21T10:19:29Z,newliver666
2026-09-21,30,incoai/splash,"A local inference engine for Apple silicon, built around the model.",https://github.com/incoai/splash,514,41,23,Python,2026-09-18T20:01:48Z,2026-09-20T23:13:25Z,incoai
