date,rank,full_name,description,html_url,stars,forks,open_issues,language,created_at,pushed_at,owner
2026-09-22,11,jarrodwatts/jev-trader,One AI trade decision every Monad block. Jev on Kuru MON-USDC.,https://github.com/jarrodwatts/jev-trader,1956,371,4,TypeScript,2026-09-16T21:36:20Z,2026-09-17T02:48:22Z,jarrodwatts
2026-09-22,12,TianyuCodings/NanoJev,"A nano replica of Jev: parallel decisions, dynamic candidates, and an end-to-end training pipeline.",https://github.com/TianyuCodings/NanoJev,1926,206,7,Python,2026-09-17T16:08:30Z,2026-09-21T09:58:28Z,TianyuCodings
2026-09-22,13,bespokelabsai/nimble,"Local typed decisions, contrastive data curation, and model evaluation.",https://github.com/bespokelabsai/nimble,1566,112,2,Python,2026-09-18T09:07:48Z,2026-09-20T19:44:35Z,bespokelabsai
2026-09-22,14,vinnylarouge/jevlike,,https://github.com/vinnylarouge/jevlike,1198,108,6,Python,2026-09-16T10:26:01Z,2026-09-16T18:12:53Z,vinnylarouge
2026-09-22,15,yibie/awesome-jev,"A curated list of public projects, integrations, and discussions built on Jev — TypeSafe AI's System One model for typed decisions.",https://github.com/yibie/awesome-jev,1174,156,16,Python,2026-09-17T14:23:21Z,2026-09-21T23:35:16Z,yibie
2026-09-22,16,mizorewww/laya-coreml,"Local Laya typed decisions on Apple Core ML and Neural Engine. Validated ports, ~5 ms short decisions on M3 Max, reproducible speed and energy benchmarks.",https://github.com/mizorewww/laya-coreml,1092,72,2,Python,2026-09-19T23:14:13Z,2026-09-22T06:33:09Z,mizorewww
2026-09-22,17,newliver666/apk-reverse,Suitable for Android APK reverse engineering analysis,https://github.com/newliver666/apk-reverse,886,292,0,Python,2026-09-19T13:12:54Z,2026-09-22T10:44:05Z,newliver666
2026-09-22,18,awlevin/typesafe-computer-use,"Computer use for about $0.0002 a step: OCR the screen, classify the next action with TypeSafe, click. macOS.",https://github.com/awlevin/typesafe-computer-use,789,61,12,Python,2026-09-16T17:48:45Z,2026-09-21T17:05:28Z,awlevin
2026-09-22,19,hydra-db/open-glean,"An open-source AI platform for knowledge work. Connect your apps, find answers, and get work done.",https://github.com/hydra-db/open-glean,723,339,0,TypeScript,2026-09-17T05:22:08Z,2026-09-17T05:46:34Z,hydra-db
2026-09-22,20,githubnext/localjev,,https://github.com/githubnext/localjev,712,46,1,TypeScript,2026-09-18T16:59:55Z,2026-09-18T20:19:02Z,githubnext
2026-09-22,21,v-modal/awesome-jev-tools,A curated list of tools  built for Jev — TypeSafe AI's System One model for typed decisions.,https://github.com/v-modal/awesome-jev-tools,635,16,12,,2026-09-19T16:48:59Z,2026-09-19T17:02:33Z,v-modal
2026-09-22,22,pallavi-shekhar/ai-engineering-interview-questions-company-wise,Your Cheat Sheet For AI Engineering Interviews at Top AI Companies - Questions and Answers.,https://github.com/pallavi-shekhar/ai-engineering-interview-questions-company-wise,619,42,0,Markdown,2026-09-19T04:14:43Z,2026-09-19T10:40:41Z,pallavi-shekhar
2026-09-22,23,incoai/splash,"A local inference engine for Apple silicon, built around the model.",https://github.com/incoai/splash,596,49,23,Python,2026-09-18T20:01:48Z,2026-09-22T07:03:55Z,incoai
2026-09-22,24,yynxxxxx/gpt_sub_analysis,"Security analysis of the ChatGPT iOS subscription / entitlement flow (internal draft, coordinated disclosure WIP)",https://github.com/yynxxxxx/gpt_sub_analysis,591,311,11,,2026-09-17T13:43:00Z,2026-09-18T12:00:04Z,yynxxxxx
2026-09-22,25,gylive/ccodex-sleep-state,尝试改善 Codex 降智、限流与连接体验。本地一键启动、网页配置修复，支持 Astra / Sol / Terra、订阅和代理；不保证取得指定 state 或提升模型质量。,https://github.com/gylive/ccodex-sleep-state,581,151,7,Go,2026-09-18T09:02:44Z,2026-09-20T16:33:30Z,gylive
2026-09-22,26,Lumid-Off/AirCard-Windows,,https://github.com/Lumid-Off/AirCard-Windows,566,31,5,Rust,2026-09-18T14:27:48Z,2026-09-22T04:45:03Z,Lumid-Off
2026-09-22,27,Sac-Y/Jev-cu,,https://github.com/Sac-Y/Jev-cu,566,56,7,JavaScript,2026-09-18T16:56:08Z,2026-09-22T03:08:17Z,Sac-Y
2026-09-22,28,arvindear/wp2shell-PoC,CVE-2026-63030 & CVE-2026-60137 RCE chain proof-of-concept,https://github.com/arvindear/wp2shell-PoC,563,54,1,Python,2026-09-18T16:35:32Z,2026-09-19T20:37:40Z,arvindear
2026-09-22,29,dofastted/vm2api,vm2api 使用虚拟机完全拟真方案的订阅转api,https://github.com/dofastted/vm2api,543,141,6,JavaScript,2026-09-16T08:38:18Z,2026-09-22T10:46:18Z,dofastted
2026-09-22,30,ethanplusai/astra-flash-orchestrator,"Astra plans and reviews; DeepSeek Flash builds. A native Codex workflow with phased tasks, verification, safe installation and reversible setup.",https://github.com/ethanplusai/astra-flash-orchestrator,534,37,0,Python,2026-09-17T05:42:31Z,2026-09-20T22:08:28Z,ethanplusai
