date,rank,full_name,description,html_url,stars,forks,open_issues,language,created_at,pushed_at,owner
2026-09-24,18,v-modal/awesome-jev-tools,A curated list of tools  built for Jev — TypeSafe AI's System One model for typed decisions.,https://github.com/v-modal/awesome-jev-tools,707,28,22,,2026-09-19T16:48:59Z,2026-09-19T17:02:33Z,v-modal
2026-09-24,19,Mak5er/AirCard-iOS, Apple Wallet card skins and lock screen passcode themes on iOS 27. ,https://github.com/Mak5er/AirCard-iOS,672,57,15,Swift,2026-09-19T09:22:23Z,2026-09-20T21:01:12Z,Mak5er
2026-09-24,20,pallavi-shekhar/ai-engineering-interview-questions-company-wise,Your Cheat Sheet For AI Engineering Interviews at Top AI Companies - Questions and Answers.,https://github.com/pallavi-shekhar/ai-engineering-interview-questions-company-wise,645,44,0,Markdown,2026-09-19T04:14:43Z,2026-09-19T10:40:41Z,pallavi-shekhar
2026-09-24,21,freestylefly/WeChatBridge,微信聊天记录一键转发到 AI Agent 与 Obsidian 的原生 macOS 工具,https://github.com/freestylefly/WeChatBridge,636,256,2,Swift,2026-09-21T02:54:51Z,2026-09-23T15:43:39Z,freestylefly
2026-09-24,22,kryvora-network/kryvora-node,Reference client daemon and verification worker for Kryvora Network nodes.,https://github.com/kryvora-network/kryvora-node,630,17,0,Go,2026-09-22T16:10:23Z,2026-09-22T19:02:39Z,kryvora-network
2026-09-24,23,gylive/ccodex-sleep-state,尝试改善 Codex 降智、限流与连接体验。本地一键启动、网页配置修复，支持 Astra / Sol / Terra、订阅和代理；不保证取得指定 state 或提升模型质量。,https://github.com/gylive/ccodex-sleep-state,617,152,9,Go,2026-09-18T09:02:44Z,2026-09-20T16:33:30Z,gylive
2026-09-24,24,wfzyx/von,"The open-source System One decision model. Sub-15ms, non-autoregressive, local drop-in alternative to TypeSafe Jev.",https://github.com/wfzyx/von,614,46,2,Python,2026-09-18T05:03:47Z,2026-09-24T02:02:02Z,wfzyx
2026-09-24,25,Sac-Y/Jev-cu,,https://github.com/Sac-Y/Jev-cu,593,61,9,JavaScript,2026-09-18T16:56:08Z,2026-09-22T03:08:17Z,Sac-Y
2026-09-24,26,cdyforever/how-to-live-better,《高性价比人生指南》全书 528 条的在线单页阅读版：手机可读、可搜索、零依赖、支持离线,https://github.com/cdyforever/how-to-live-better,591,30,2,HTML,2026-09-18T14:35:08Z,2026-09-24T00:05:13Z,cdyforever
2026-09-24,27,arvindear/wp2shell-PoC,CVE-2026-63030 & CVE-2026-60137 RCE chain proof-of-concept,https://github.com/arvindear/wp2shell-PoC,564,53,1,Python,2026-09-18T16:35:32Z,2026-09-22T16:30:17Z,arvindear
2026-09-24,28,rmalde/minecraft-agent,"Astra planner and JEV controller for Minecraft, with native recording, tested routes, and run verification.",https://github.com/rmalde/minecraft-agent,538,52,4,JavaScript,2026-09-20T05:05:12Z,2026-09-20T05:05:16Z,rmalde
2026-09-24,29,Continuum-AI-Corp/OrcaBonsai-27B-Uncensored,Runtime behavioral ablation for compressed LLMs. First target: Ternary Bonsai 2 27B — no weight modification or re-quantization. by OrcaRouter team,https://github.com/Continuum-AI-Corp/OrcaBonsai-27B-Uncensored,533,62,1,Python,2026-09-18T06:45:54Z,2026-09-22T21:35:31Z,Continuum-AI-Corp
2026-09-24,30,Haleclipse/CometixCode,"An unofficial Rust reimplementation of Anthropic's Claude Code terminal UI, built on iocraft",https://github.com/Haleclipse/CometixCode,530,31,6,Rust,2026-09-20T08:58:08Z,2026-09-24T11:11:06Z,Haleclipse
